City;Zip_Code;Kraj;Weight;Country
Jeseník;79001;Olomoucký;0.03;Czechia
Jeseník;79001;Olomoucký;0.03;Czechia
Jevíčko;56943;Pardubický;0.03;Czechia
Jevišovice;67153;Jihomoravský;0.03;Czechia
Jičín;50601;Královéhradecký;0.03;Czechia
Jičín;50601;Královéhradecký;0.03;Czechia
Jilemnice;51401;Liberecký;0.03;Czechia
Jílové;40701;Ústecký;0.03;Czechia
Jílové u Prahy;25401;Středočeský;0.03;Czechia
Jindřichův Hradec;37701;Jihočeský;0.03;Czechia
Jindřichův Hradec;37701;Jihočeský;0.03;Czechia
Jindřichův Hradec;37701;Jihočeský;0.03;Czechia
Jirkov;43111;Ústecký;0.03;Czechia
Jirkov;43111;Ústecký;0.03;Czechia
Jiříkov;40753;Ústecký;0.03;Czechia
Jistebnice;39133;Jihočeský;0.03;Czechia
Kadaň;43201;Ústecký;0.03;Czechia
Kadaň;43201;Ústecký;0.03;Czechia
Kadaň;43201;Ústecký;0.03;Czechia
Kamenický Šenov;47114;Liberecký;0.03;Czechia
Kaplice;38241;Jihočeský;0.03;Czechia
Kardašova Řečice;37821;Jihočeský;0.03;Czechia
Karolinka;75605;Zlínský;0.03;Czechia
Kasejovice;33544;Plzeňský;0.03;Czechia
Kašperské Hory;34192;Plzeňský;0.03;Czechia
Kaznějov;33151;Plzeňský;0.03;Czechia
Kdyně;34506;Plzeňský;0.03;Czechia
Kelč;75643;Zlínský;0.03;Czechia
Kladruby;34961;Plzeňský;0.03;Czechia
Klášterec nad Ohří;43151;Ústecký;0.03;Czechia
Klatovy;33901;Plzeňský;0.03;Czechia
Klatovy;33901;Plzeňský;0.03;Czechia
Klatovy;33901;Plzeňský;0.03;Czechia
Klatovy;33901;Plzeňský;0.03;Czechia
Klatovy;33901;Plzeňský;0.03;Czechia
Klecany;25067;Středočeský;0.03;Czechia
Klimkovice;74283;Moravskoslezský;0.03;Czechia
Klobouky u Brna;69172;Jihomoravský;0.03;Czechia
Kojetín;75201;Olomoucký;0.03;Czechia
Kolín;28002;Středočeský;0.03;Czechia
Konice;79852;Olomoucký;0.03;Czechia
Kopidlno;50732;Královéhradecký;0.03;Czechia
Kopřivnice;74221;Moravskoslezský;0.03;Czechia
Koryčany;76805;Zlínský;0.03;Czechia
Kosmonosy;29306;Středočeský;0.03;Czechia
Kostelec na Hané;79841;Olomoucký;0.03;Czechia
Kostelec nad Černými lesy;28163;Středočeský;0.03;Czechia
Kostelec nad Labem;27713;Středočeský;0.03;Czechia
Kostelec nad Orlicí;51741;Královéhradecký;0.03;Czechia
Kostelec nad Orlicí;51741;Královéhradecký;0.03;Czechia
Košťany;41723;Ústecký;0.03;Czechia
Kouřim;28161;Středočeský;0.03;Czechia
Kožlany;33144;Plzeňský;0.03;Czechia
Králíky;56169;Pardubický;0.03;Czechia
Kralovice;33141;Plzeňský;0.03;Czechia
Kralupy nad Vltavou;27801;Středočeský;0.03;Czechia
Králův Dvůr;26701;Středočeský;0.03;Czechia
Kraslice;35801;Karlovarský;0.03;Czechia
Kraslice;35801;Karlovarský;0.03;Czechia
Krásná Hora nad Vltavou;26256;Středočeský;0.03;Czechia
Krásná Lípa;40746;Ústecký;0.03;Czechia
Krásné Údolí;36401;Karlovarský;0.03;Czechia
Krásno;35731;Karlovarský;0.03;Czechia
Kravaře;74721;Moravskoslezský;0.03;Czechia
Kravaře;74721;Moravskoslezský;0.03;Czechia
Krnov;79401;Moravskoslezský;0.03;Czechia
Kroměříž;76701;Zlínský;0.03;Czechia
Krupka;41742;Ústecký;0.03;Czechia
Kryry;43981;Ústecký;0.03;Czechia
Kunovice;68604;Zlínský;0.03;Czechia
Kunštát;67972;Jihomoravský;0.03;Czechia
Kuřim;66434;Jihomoravský;0.03;Czechia
Kutná Hora;28401;Středočeský;0.03;Czechia
Kyjov;69655;Jihomoravský;0.03;Czechia
Kyjov;69701;Jihomoravský;0.03;Czechia
Kyjov;69701;Jihomoravský;0.03;Czechia
Kyjov;69701;Jihomoravský;0.03;Czechia
Kynšperk nad Ohří;35751;Karlovarský;0.03;Czechia
Lanškroun;56301;Pardubický;0.03;Czechia
Lanžhot;69151;Jihomoravský;0.03;Czechia
Lázně Bělohrad;50781;Královéhradecký;0.03;Czechia
Lázně Bělohrad;50781;Královéhradecký;0.03;Czechia
Lázně Bohdaneč;53341;Pardubický;0.03;Czechia
Lázně Kynžvart;35491;Karlovarský;0.03;Czechia
Ledvice;41772;Ústecký;0.03;Czechia
Letohrad;56151;Pardubický;0.03;Czechia
Letohrad;56151;Pardubický;0.03;Czechia
Letovice;67961;Jihomoravský;0.03;Czechia
Libáň;50723;Královéhradecký;0.03;Czechia
Libčice nad Vltavou;25266;Středočeský;0.03;Czechia
Liběchov;27721;Středočeský;0.03;Czechia
Libochovice;41117;Ústecký;0.03;Czechia
Libochovice;41117;Ústecký;0.03;Czechia
Libušín;27306;Středočeský;0.03;Czechia
Lipník nad Bečvou;75131;Olomoucký;0.03;Czechia
Lišov;37372;Jihočeský;0.03;Czechia
Litoměřice;41201;Ústecký;0.03;Czechia
Litomyšl;57001;Pardubický;0.03;Czechia
Litomyšl;57001;Pardubický;0.03;Czechia
Litomyšl;57001;Pardubický;0.03;Czechia
Litovel;78401;Olomoucký;0.03;Czechia
Litvínov;43601;Ústecký;0.03;Czechia
Loket;35733;Karlovarský;0.03;Czechia
Lom;43511;Ústecký;0.03;Czechia
Lomnice nad Lužnicí;37816;Jihočeský;0.03;Czechia
Lomnice nad Popelkou;51251;Liberecký;0.03;Czechia
Loštice;78983;Olomoucký;0.03;Czechia
Loučná pod Klínovcem;43191;Ústecký;0.03;Czechia
Louny;44001;Ústecký;0.03;Czechia
Louny;44001;Ústecký;0.03;Czechia
Louny;44001;Ústecký;0.03;Czechia
Lovosice;41002;Ústecký;0.03;Czechia
Lovosice;41002;Ústecký;0.03;Czechia
Lovosice;41002;Ústecký;0.03;Czechia
Luby;35137;Karlovarský;0.03;Czechia
Lučany nad Nisou;46871;Liberecký;0.03;Czechia
Luhačovice;76326;Zlínský;0.03;Czechia
Luže;53854;Pardubický;0.03;Czechia
Lysá nad Labem;28922;Středočeský;0.03;Czechia
Manětín;33162;Plzeňský;0.03;Czechia
Mariánské Lázně;35301;Karlovarský;0.03;Czechia
Mašťov;43156;Ústecký;0.03;Czechia
Měčín;34012;Plzeňský;0.03;Czechia
Mělník;27601;Středočeský;0.03;Czechia
Městec Králové;28903;Středočeský;0.03;Czechia
Město Albrechtice;79395;Moravskoslezský;0.03;Czechia
Město Touškov;33033;Plzeňský;0.03;Czechia
Meziboří;43513;Ústecký;0.03;Czechia
Meziměstí;54981;Královéhradecký;0.03;Czechia
Mikulášovice;40779;Ústecký;0.03;Czechia
Mikulov;69201;Jihomoravský;0.03;Czechia
Miletín;50771;Královéhradecký;0.03;Czechia
Milevsko;39901;Jihočeský;0.03;Czechia
Milevsko;39901;Jihočeský;0.03;Czechia
Miličín;25786;Středočeský;0.03;Czechia
Milovice;28924;Středočeský;0.03;Czechia
Mimoň;47124;Liberecký;0.03;Czechia
Miroslav;67172;Jihomoravský;0.03;Czechia
Mirošov;33843;Plzeňský;0.03;Czechia
Mirotice;39801;Jihočeský;0.03;Czechia
Mirovice;39806;Jihočeský;0.03;Czechia
Mladá Vožice;39143;Jihočeský;0.03;Czechia
Mnichovice;25164;Středočeský;0.03;Czechia
Mnichovo Hradiště;29501;Středočeský;0.03;Czechia
Mníšek pod Brdy;25210;Středočeský;0.03;Czechia
Modřice;66442;Jihomoravský;0.03;Czechia
Mohelnice;78985;Olomoucký;0.03;Czechia
Moravská Třebová;57101;Pardubický;0.03;Czechia
Moravská Třebová;57101;Pardubický;0.03;Czechia
Moravská Třebová;57101;Pardubický;0.03;Czechia
Moravský Beroun;79305;Olomoucký;0.03;Czechia
Moravský Krumlov;67201;Jihomoravský;0.03;Czechia
Morkovice-Slížany;76833;Zlínský;0.03;Czechia
Mšeno;27735;Středočeský;0.03;Czechia
Mýto;33805;Plzeňský;0.03;Czechia
Náchod;54701;Královéhradecký;0.03;Czechia
Nalžovské Hory;34101;Plzeňský;0.03;Czechia
Napajedla;76361;Zlínský;0.03;Czechia
Nasavrky;53825;Pardubický;0.03;Czechia
Nechanice;50315;Královéhradecký;0.03;Czechia
Nejdek;36221;Karlovarský;0.03;Czechia
Němčice nad Hanou;79827;Olomoucký;0.03;Czechia
Nepomuk;33501;Plzeňský;0.03;Czechia
Neratovice;27711;Středočeský;0.03;Czechia
Neratovice;27711;Středočeský;0.03;Czechia
Netolice;38411;Jihočeský;0.03;Czechia
Neveklov;25756;Středočeský;0.03;Czechia
Nová Bystřice;37833;Jihočeský;0.03;Czechia
Nová Paka;50901;Královéhradecký;0.03;Czechia
Nová Role;36225;Karlovarský;0.03;Czechia
Nová Včelnice;37842;Jihočeský;0.03;Czechia
Nové Hrady;37333;Jihočeský;0.03;Czechia
Nové Město nad Metují;54901;Královéhradecký;0.03;Czechia
Nové Město pod Smrkem;46365;Liberecký;0.03;Czechia
Nové Sedlo;35734;Karlovarský;0.03;Czechia
Nové Strašecí;27101;Středočeský;0.03;Czechia
Nové Strašecí;27101;Středočeský;0.03;Czechia
Nový Bor;47301;Liberecký;0.03;Czechia
Nový Bor;47301;Liberecký;0.03;Czechia
Nový Bydžov;50401;Královéhradecký;0.03;Czechia
Nový Jičín;74101;Moravskoslezský;0.03;Czechia
Nový Knín;26203;Středočeský;0.03;Czechia
Nymburk;28802;Středočeský;0.03;Czechia
Nýrsko;34022;Plzeňský;0.03;Czechia
Nýřany;33023;Plzeňský;0.03;Czechia
Plzeň;30100;Plzeňský;0.03;Czechia
Odolena Voda;25070;Středočeský;0.03;Czechia
Odry;74235;Moravskoslezský;0.03;Czechia
Olešnice;67974;Jihomoravský;0.03;Czechia
Oloví;35707;Karlovarský;0.03;Czechia
Opočno;51773;Královéhradecký;0.03;Czechia
Orlová;73514;Moravskoslezský;0.03;Czechia
Osečná;46352;Liberecký;0.03;Czechia
Osek;41705;Ústecký;0.03;Czechia
Oslavany;66412;Jihomoravský;0.03;Czechia
Ostrov;36301;Karlovarský;0.03;Czechia
Otrokovice;76502;Zlínský;0.03;Czechia
Paskov;73921;Moravskoslezský;0.03;Czechia
Pec pod Sněžkou;54221;Královéhradecký;0.03;Czechia
Pečky;28911;Středočeský;0.03;Czechia
Petřvald;73541;Moravskoslezský;0.03;Czechia
Pilníkov;54242;Královéhradecký;0.03;Czechia
Písek;39701;Jihočeský;0.03;Czechia
Písek;39701;Jihočeský;0.03;Czechia
Planá;34815;Plzeňský;0.03;Czechia
Planá nad Lužnicí;39111;Jihočeský;0.03;Czechia
Plánice;34034;Plzeňský;0.03;Czechia
Plasy;33101;Plzeňský;0.03;Czechia
Plesná;35135;Karlovarský;0.03;Czechia
Plumlov;79803;Olomoucký;0.03;Czechia
Poběžovice;34522;Plzeňský;0.03;Czechia
Podbořany;44101;Ústecký;0.03;Czechia
Poděbrady;29001;Středočeský;0.03;Czechia
Podivín;69145;Jihomoravský;0.03;Czechia
Pohořelice;69123;Jihomoravský;0.03;Czechia
Pohořelice;69123;Jihomoravský;0.03;Czechia
Pohořelice;69123;Jihomoravský;0.03;Czechia
Police nad Metují;54954;Královéhradecký;0.03;Czechia
Polička;57201;Pardubický;0.03;Czechia
Postoloprty;43942;Ústecký;0.03;Czechia
Potštát;75362;Olomoucký;0.03;Czechia
Prachatice;38301;Jihočeský;0.03;Czechia
Proseč;53944;Pardubický;0.03;Czechia
Protivín;39811;Jihočeský;0.03;Czechia
Přebuz;35801;Karlovarský;0.03;Czechia
Přelouč;53501;Pardubický;0.03;Czechia
Přeštice;33401;Plzeňský;0.03;Czechia
Příbor;74258;Moravskoslezský;0.03;Czechia
Příbram;26101;Středočeský;0.03;Czechia
Přimda;34806;Plzeňský;0.03;Czechia
Pyšely;25167;Středočeský;0.03;Czechia
Rabí;34201;Plzeňský;0.03;Czechia
Radnice;33828;Plzeňský;0.03;Czechia
Rájec-Jestřebí;67902;Jihomoravský;0.03;Czechia
Rajhrad;66461;Jihomoravský;0.03;Czechia
Rakovník;26901;Středočeský;0.03;Czechia
Ralsko;47124;Liberecký;0.03;Czechia
Raspenava;46401;Liberecký;0.03;Czechia
Rejštejn;34192;Plzeňský;0.03;Czechia
Rokycany;33701;Plzeňský;0.03;Czechia
Rokytnice nad Jizerou;51244;Liberecký;0.03;Czechia
Rokytnice v Orlických horách;51761;Královéhradecký;0.03;Czechia
Ronov nad Doubravou;53842;Pardubický;0.03;Czechia
Rosice;66501;Jihomoravský;0.03;Czechia
Rosice;66501;Jihomoravský;0.03;Czechia
Rosice;66501;Jihomoravský;0.03;Czechia
Rotava;35701;Karlovarský;0.03;Czechia
Roudnice nad Labem;41301;Ústecký;0.03;Czechia
Rousínov;68301;Jihomoravský;0.03;Czechia
Rovensko pod Troskami;51263;Liberecký;0.03;Czechia
Roztoky;25263;Středočeský;0.03;Czechia
Rožďalovice;28934;Středočeský;0.03;Czechia
Rožmberk nad Vltavou;38218;Jihočeský;0.03;Czechia
Rožmitál pod Třemšínem;26242;Středočeský;0.03;Czechia
Rožnov pod Radhoštěm;75661;Zlínský;0.03;Czechia
Rtyně v Podkrkonoší;54233;Královéhradecký;0.03;Czechia
Rudná;25219;Středočeský;0.03;Czechia
Rudolfov;37371;Jihočeský;0.03;Czechia
Rumburk;40801;Ústecký;0.03;Czechia
Rychnov nad Kněžnou;51601;Královéhradecký;0.03;Czechia
Rychnov u Jablonce nad Nisou;46802;Liberecký;0.03;Czechia
Rychvald;73532;Moravskoslezský;0.03;Czechia
Rýmařov;79501;Moravskoslezský;0.03;Czechia
Rýmařov;79501;Moravskoslezský;0.03;Czechia
Rýmařov;79501;Moravskoslezský;0.03;Czechia
Řevnice;25230;Středočeský;0.03;Czechia
Říčany;25101;Středočeský;0.03;Czechia
Říčany;25101;Středočeský;0.03;Czechia
Říčany;25101;Středočeský;0.03;Czechia
Sadská;28912;Středočeský;0.03;Czechia
Sázava;28506;Středočeský;0.03;Czechia
Seč;53807;Pardubický;0.03;Czechia
Sedlčany;26401;Středočeský;0.03;Czechia
Sedlec-Prčice;25791;Středočeský;0.03;Czechia
Sedlice;38732;Jihočeský;0.03;Czechia
Semily;51301;Liberecký;0.03;Czechia
Semily;51301;Liberecký;0.03;Czechia
Sezemice;53304;Pardubický;0.03;Czechia
Sezimovo Ústí;39101;Jihočeský;0.03;Czechia
Skalná;35134;Karlovarský;0.03;Czechia
Skuteč;53973;Pardubický;0.03;Czechia
Slaný;27401;Středočeský;0.03;Czechia
Slatiňany;53821;Pardubický;0.03;Czechia
Slavičín;76321;Zlínský;0.03;Czechia
Slavkov u Brna;68401;Jihomoravský;0.03;Czechia
Slavonice;37881;Jihočeský;0.03;Czechia
Slušovice;76315;Zlínský;0.03;Czechia
Smečno;27305;Středočeský;0.03;Czechia
Smiřice;50303;Královéhradecký;0.03;Czechia
Smržovka;46851;Liberecký;0.03;Czechia
Soběslav;39201;Jihočeský;0.03;Czechia
Sobotka;50743;Královéhradecký;0.03;Czechia
Sokolov;35601;Karlovarský;0.03;Czechia
Solnice;51701;Královéhradecký;0.03;Czechia
Spálené Poříčí;33561;Plzeňský;0.03;Czechia
Staňkov;34561;Plzeňský;0.03;Czechia
Staré Město;78832;Olomoucký;0.03;Czechia
Staré Město;68603;Zlínský;0.03;Czechia
Stárkov;54936;Královéhradecký;0.03;Czechia
Starý Plzenec;33202;Plzeňský;0.03;Czechia
Stochov;27303;Středočeský;0.03;Czechia
Stod;33301;Plzeňský;0.03;Czechia
Stod;33301;Plzeňský;0.03;Czechia
Strakonice;38601;Jihočeský;0.03;Czechia
Stráž nad Nežárkou;37802;Jihočeský;0.03;Czechia
Stráž pod Ralskem;47127;Liberecký;0.03;Czechia
Strážnice;69662;Jihomoravský;0.03;Czechia
Strážov;34021;Plzeňský;0.03;Czechia
Strmilov;37853;Jihočeský;0.03;Czechia
Stříbro;34901;Plzeňský;0.03;Czechia
Stříbro;34901;Plzeňský;0.03;Czechia
Stříbro;34901;Plzeňský;0.03;Czechia
Stříbro;34901;Plzeňský;0.03;Czechia
Studénka;74213;Moravskoslezský;0.03;Czechia
Suchdol nad Lužnicí;37806;Jihočeský;0.03;Czechia
Sušice;34201;Plzeňský;0.03;Czechia
Svitavy;56802;Pardubický;0.03;Czechia
Svitavy;56802;Pardubický;0.03;Czechia
Svitavy;56802;Pardubický;0.03;Czechia
Svoboda nad Úpou;54224;Královéhradecký;0.03;Czechia
Šenov;73934;Moravskoslezský;0.03;Czechia
Šlapanice;66451;Jihomoravský;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Šluknov;40777;Ústecký;0.03;Czechia
Štěpánov;78313;Olomoucký;0.03;Czechia
Šternberk;78501;Olomoucký;0.03;Czechia
Šternberk;78501;Olomoucký;0.03;Czechia
Šternberk;78501;Olomoucký;0.03;Czechia
Šternberk;78501;Olomoucký;0.03;Czechia
Šternberk;78501;Olomoucký;0.03;Czechia
Štětí;41108;Ústecký;0.03;Czechia
Štíty;78991;Olomoucký;0.03;Czechia
Štramberk;74266;Moravskoslezský;0.03;Czechia
Šumperk;78701;Olomoucký;0.03;Czechia
Šumperk;78701;Olomoucký;0.03;Czechia
Šumperk;78701;Olomoucký;0.03;Czechia
Švihov;34012;Plzeňský;0.03;Czechia
Tábor;39002;Jihočeský;0.03;Czechia
Tábor;39001;Jihočeský;0.03;Czechia
Tachov;34701;Plzeňský;0.03;Czechia
Tanvald;46841;Liberecký;0.03;Czechia
Teplá;36461;Karlovarský;0.03;Czechia
Teplice nad Metují;54957;Královéhradecký;0.03;Czechia
Terezín;41155;Ústecký;0.03;Czechia
Tišnov;66601;Jihomoravský;0.03;Czechia
Tišnov;66601;Jihomoravský;0.03;Czechia
Tišnov;66601;Jihomoravský;0.03;Czechia
Tišnov;66601;Jihomoravský;0.03;Czechia
Toužim;36401;Karlovarský;0.03;Czechia
Tovačov;75101;Olomoucký;0.03;Czechia
Trhové Sviny;37401;Jihočeský;0.03;Czechia
Trhové Sviny;37401;Jihočeský;0.03;Czechia
Trhové Sviny;37401;Jihočeský;0.03;Czechia
Trhové Sviny;37401;Jihočeský;0.03;Czechia
Trhový Štěpánov;25763;Středočeský;0.03;Czechia
Trmice;40004;Ústecký;0.03;Czechia
Trutnov;54101;Královéhradecký;0.03;Czechia
Třebechovice pod Orebem;50346;Královéhradecký;0.03;Czechia
Třebenice;41113;Ústecký;0.03;Czechia
Třeboň;37901;Jihočeský;0.03;Czechia
Třemošná;33011;Plzeňský;0.03;Czechia
Třemošnice;53843;Pardubický;0.03;Czechia
Turnov;51101;Liberecký;0.03;Czechia
Týn nad Vltavou;37501;Jihočeský;0.03;Czechia
Týnec nad Labem;28126;Středočeský;0.03;Czechia
Týnec nad Sázavou;25741;Středočeský;0.03;Czechia
Týniště nad Orlicí;51721;Královéhradecký;0.03;Czechia
Uherské Hradiště;68601;Zlínský;0.03;Czechia
Uherský Brod;68801;Zlínský;0.03;Czechia
Uherský Brod;68801;Zlínský;0.03;Czechia
Uherský Brod;68801;Zlínský;0.03;Czechia
Uherský Ostroh;68724;Zlínský;0.03;Czechia
Uhlířské Janovice;28504;Středočeský;0.03;Czechia
Újezd u Brna;66453;Jihomoravský;0.03;Czechia
Unhošť;27351;Středočeský;0.03;Czechia
Uničov;78391;Olomoucký;0.03;Czechia
Úpice;54232;Královéhradecký;0.03;Czechia
Úsov;78973;Olomoucký;0.03;Czechia
Ústí nad Orlicí;56201;Pardubický;0.03;Czechia
Úštěk;41145;Ústecký;0.03;Czechia
Úterý;33040;Plzeňský;0.03;Czechia
Úvaly;25082;Středočeský;0.03;Czechia
Valašské Klobouky;76601;Zlínský;0.03;Czechia
Valašské Meziříčí;75701;Zlínský;0.03;Czechia
Valašské Meziříčí;75701;Zlínský;0.03;Czechia
Valašské Meziříčí;75701;Zlínský;0.03;Czechia
Valtice;69142;Jihomoravský;0.03;Czechia
Vamberk;51754;Královéhradecký;0.03;Czechia
Varnsdorf;40747;Ústecký;0.03;Czechia
Varnsdorf;40747;Ústecký;0.03;Czechia
Vejprty;43191;Ústecký;0.03;Czechia
Velešín;38232;Jihočeský;0.03;Czechia
Velká Bystřice;78353;Olomoucký;0.03;Czechia
Velké Bílovice;69102;Jihomoravský;0.03;Czechia
Velké Hamry;46845;Liberecký;0.03;Czechia
Velké Opatovice;67963;Jihomoravský;0.03;Czechia
Velké Pavlovice;69106;Jihomoravský;0.03;Czechia
Velký Šenov;40778;Ústecký;0.03;Czechia
Veltrusy;27746;Středočeský;0.03;Czechia
Velvary;27324;Středočeský;0.03;Czechia
Verneřice;40725;Ústecký;0.03;Czechia
Veselí nad Lužnicí;39181;Jihočeský;0.03;Czechia
Veselí nad Moravou;69801;Jihomoravský;0.03;Czechia
Veselí nad Moravou;69801;Jihomoravský;0.03;Czechia
Větřní;38211;Jihočeský;0.03;Czechia
Veverská Bítýška;66471;Jihomoravský;0.03;Czechia
Vidnava;79055;Olomoucký;0.03;Czechia
Vimperk;38501;Jihočeský;0.03;Czechia
Vítkov;74901;Moravskoslezský;0.03;Czechia
Vizovice;76312;Zlínský;0.03;Czechia
Vizovice;76312;Zlínský;0.03;Czechia
Vlachovo Březí;38422;Jihočeský;0.03;Czechia
Vlašim;25801;Středočeský;0.03;Czechia
Vodňany;38901;Jihočeský;0.03;Czechia
Volary;38451;Jihočeský;0.03;Czechia
Volyně;38701;Jihočeský;0.03;Czechia
Votice;25901;Středočeský;0.03;Czechia
Vracov;69642;Jihomoravský;0.03;Czechia
Vratimov;73932;Moravskoslezský;0.03;Czechia
Vrbno pod Pradědem;79326;Moravskoslezský;0.03;Czechia
Vrchlabí;54301;Královéhradecký;0.03;Czechia
Vrchlabí;54301;Královéhradecký;0.03;Czechia
Vroutek;43982;Ústecký;0.03;Czechia
Vsetín;75501;Zlínský;0.03;Czechia
Všeruby;33016;Plzeňský;0.03;Czechia
Výsluní;43183;Ústecký;0.03;Czechia
Vysoké Mýto;56601;Pardubický;0.03;Czechia
Vysoké Mýto;56601;Pardubický;0.03;Czechia
Vysoké nad Jizerou;51211;Liberecký;0.03;Czechia
Vysoké Veselí;50703;Královéhradecký;0.03;Czechia
Vyškov;68201;Jihomoravský;0.03;Czechia
Vyšší Brod;38273;Jihočeský;0.03;Czechia
Zábřeh;78901;Olomoucký;0.03;Czechia
Zábřeh;78901;Olomoucký;0.03;Czechia
Zákupy;47123;Liberecký;0.03;Czechia
Zásmuky;28144;Středočeský;0.03;Czechia
Zbiroh;33808;Plzeňský;0.03;Czechia
Zbýšov;66411;Jihomoravský;0.03;Czechia
Zdice;26751;Středočeský;0.03;Czechia
Zlaté Hory;79376;Olomoucký;0.03;Czechia
Zliv;37344;Jihočeský;0.03;Czechia
Znojmo;66902;Jihomoravský;0.03;Czechia
Znojmo;66902;Jihomoravský;0.03;Czechia
Znojmo;66902;Jihomoravský;0.03;Czechia
Znojmo;66902;Jihomoravský;0.03;Czechia
Zruč nad Sázavou;28522;Středočeský;0.03;Czechia
Zubří;75654;Zlínský;0.03;Czechia
Žacléř;54201;Královéhradecký;0.03;Czechia
Žamberk;56401;Pardubický;0.03;Czechia
Žandov;47107;Liberecký;0.03;Czechia
Žatec;43801;Ústecký;0.03;Czechia
Žatec;43801;Ústecký;0.03;Czechia
Ždánice;69632;Jihomoravský;0.03;Czechia
Žebrák;26753;Středočeský;0.03;Czechia
Železná Ruda;34004;Plzeňský;0.03;Czechia
Železnice;50713;Královéhradecký;0.03;Czechia
Železný Brod;46822;Liberecký;0.03;Czechia
Židlochovice;66701;Jihomoravský;0.03;Czechia
Žlutice;36452;Karlovarský;0.03;Czechia
Žulová;79065;Olomoucký;0.03;Czechia
Brno;62100;Jihomoravský;0.03;Czechia
Brno;62500;Jihomoravský;0.03;Czechia
Brno;64200;Jihomoravský;0.03;Czechia
Brno;63500;Jihomoravský;0.03;Czechia
Brno;64300;Jihomoravský;0.03;Czechia
Brno;61800;Jihomoravský;0.03;Czechia
Brno;62100;Jihomoravský;0.03;Czechia
Brno;61700;Jihomoravský;0.03;Czechia
Brno;63700;Jihomoravský;0.03;Czechia
Brno;63500;Jihomoravský;0.03;Czechia
Brno;62300;Jihomoravský;0.03;Czechia
Brno;62400;Jihomoravský;0.03;Czechia
Brno;61200;Jihomoravský;0.03;Czechia
Brno;62800;Jihomoravský;0.03;Czechia
Brno;62100;Jihomoravský;0.03;Czechia
Brno;63400;Jihomoravský;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Brno;62700;Jihomoravský;0.03;Czechia
Brno;62500;Jihomoravský;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Brno;60200;Jihomoravský;0.03;Czechia
Brno;62000;Jihomoravský;0.03;Czechia
Brno;64400;Jihomoravský;0.03;Czechia
Brno;62800;Jihomoravský;0.03;Czechia
Brno;61600;Jihomoravský;0.03;Czechia
Brno;64100;Jihomoravský;0.03;Czechia
Brno;61500;Jihomoravský;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;11000;Hlavní město Praha;0.03;Czechia
Praha;10100;Hlavní město Praha;0.03;Czechia
Praha;14900;Hlavní město Praha;0.03;Czechia
Praha;14900;Hlavní město Praha;0.03;Czechia
Praha;14300;Hlavní město Praha;0.03;Czechia
Praha;15800;Hlavní město Praha;0.03;Czechia
Praha;19800;Hlavní město Praha;0.03;Czechia
Praha;10900;Hlavní město Praha;0.03;Czechia
Praha;15300;Hlavní město Praha;0.03;Czechia
Praha;15300;Hlavní město Praha;0.03;Czechia
Praha;16300;Hlavní město Praha;0.03;Czechia
Praha;16300;Hlavní město Praha;0.03;Czechia
Praha;16300;Hlavní město Praha;0.03;Czechia
Praha;19900;Hlavní město Praha;0.03;Czechia
Praha;19700;Hlavní město Praha;0.03;Czechia
Praha;12000;Hlavní město Praha;0.03;Czechia
Praha;19300;Hlavní město Praha;0.03;Czechia
Praha;19016;Hlavní město Praha;0.03;Czechia
Praha;10400;Hlavní město Praha;0.03;Czechia
Praha;13000;Hlavní město Praha;0.03;Czechia
Praha;14200;Hlavní město Praha;0.03;Czechia
Praha;14000;Hlavní město Praha;0.03;Czechia
Praha;14700;Hlavní město Praha;0.03;Czechia
Praha;14000;Hlavní město Praha;0.03;Czechia
Praha;14100;Hlavní město Praha;0.03;Czechia
Praha;15000;Hlavní město Praha;0.03;Czechia
Praha;16000;Hlavní město Praha;0.03;Czechia
Praha;17000;Hlavní město Praha;0.03;Czechia
Praha;17000;Hlavní město Praha;0.03;Czechia
Praha;17000;Hlavní město Praha;0.03;Czechia
Praha;18000;Hlavní město Praha;0.03;Czechia
Praha;18000;Hlavní město Praha;0.03;Czechia
Praha;19000;Hlavní město Praha;0.03;Czechia
Praha;19011;Hlavní město Praha;0.03;Czechia
Praha;10300;Hlavní město Praha;0.03;Czechia
Praha;18200;Hlavní město Praha;0.03;Czechia
Praha;19600;Hlavní město Praha;0.03;Czechia
Praha;19600;Hlavní město Praha;0.03;Czechia
Praha;18200;Hlavní město Praha;0.03;Czechia
Praha;18400;Hlavní město Praha;0.03;Czechia
Praha;11101;Hlavní město Praha;0.03;Czechia
Praha;19012;Hlavní město Praha;0.03;Czechia
Praha;10700;Hlavní město Praha;0.03;Czechia
Praha;19014;Hlavní město Praha;0.03;Czechia
